91,3,31,17:30,50000
92,3,31,19:35,50000
93,3,31,21:40,50000
94,3,41,13:20,50000
95,3,41,15:25,50000
96,3,41,17:30,50000
97,3,41,19:35,50000
98,3,41,21:40,50000
99,3,43,13:05,55000
100,3,43,15:10,55000
101,3,43,17:15,55000
102,3,43,19:20,55000
103,3,43,21:25,55000
104,3,45,13:05,50000
105,3,45,15:10,50000
106,3,45,17:15,50000
107,3,45,19:20,50000
108,3,45,21:25,50000
109,3,50,13:20,45000
110,3,50,15:25,45000
111,3,50,17:30,45000
112,3,50,19:35,45000
113,3,50,21:40,45000
114,3,62,13:05,50000
115,3,62,15:10,50000
116,3,62,17:15,50000
117,3,62,19:20,50000
118,3,62,21:25,50000
119,3,66,13:20,50000
120,3,66,15:25,50000
121,3,66,17:30,50000
122,3,66,19:35,50000
123,3,66,21:40,50000
124,3,67,13:05,45000
125,3,67,15:10,45000
126,3,67,17:15,45000
127,3,67,19:20,45000
128,3,67,21:25,45000
129,3,71,13:20,50000
130,3,71,15:25,50000
131,3,71,17:30,50000
132,3,71,19:35,50000
133,3,71,21:40,50000
134,3,77,13:20,50000
135,3,77,15:25,50000
136,3,77,17:30,50000
137,3,77,19:35,50000
138,3,77,21:40,50000
139,3,80,13:20,50000
140,3,80,15:25,50000
141,3,80,17:30,50000
142,3,80,19:35,50000
143,3,80,21:40,50000
144,3,81,13:05,45000
145,3,81,15:10,45000
146,3,81,17:15,45000
147,3,81,19:20,45000
148,3,81,21:25,45000
149,3,89,13:05,45000
150,3,89,15:10,45000
151,3,89,17:15,45000
152,3,89,19:20,45000
153,3,89,21:25,45000
154,3,92,13:20,45000
155,3,92,15:25,45000
156,3,92,17:30,45000
157,3,92,19:35,45000
158,3,92,21:40,45000
159,3,98,13:05,55000
160,3,98,15:10,55000
161,3,98,17:15,55000
162,3,98,19:20,55000
163,3,98,21:25,55000
164,3,103,13:05,40000
165,3,103,15:10,40000
166,3,103,17:15,40000
167,3,103,19:20,40000
168,3,114,13:20,35000
169,3,114,15:25,35000
170,3,114,17:30,35000
171,3,114,19:35,35000
172,3,118,13:05,45000
173,3,118,15:10,45000
174,3,118,17:15,45000
175,3,118,19:20,45000
176,3,121,13:20,45000
177,3,121,15:25,45000
178,3,121,17:30,45000
179,3,121,19:35,45000
180,3,124,13:05,50000
181,3,124,15:10,50000
182,3,124,17:15,50000
183,3,124,19:20,50000
184,4,4,13:00,45000
185,4,4,15:15,45000
186,4,4,17:30,45000
187,4,4,19:45,45000
188,4,4,22:00,45000
189,4,14,13:15,35000
190,4,14,15:20,35000
191,4,14,17:25,35000
192,4,14,19:30,35000
193,4,14,21:35,35000
194,4,29,13:30,40000
195,4,29,15:35,40000
196,4,29,17:40,40000
197,4,29,19:45,40000
198,4,47,13:15,35000
199,4,47,15:20,35000
200,4,47,17:25,35000
201,4,53,13:30,35000
202,4,53,15:35,35000
203,4,53,17:40,35000
204,4,73,13:15,35000
205,4,73,15:20,35000
206,4,73,17:25,35000
207,4,85,13:30,40000
208,4,85,15:35,40000
209,4,85,17:40,40000
210,5,8,12:45,55000
211,5,8,15:00,55000
212,5,8,17:15,55000
213,5,8,19:30,55000
214,5,8,21:45,55000
215,5,19,12:45,55000
216,5,19,15:00,55000
217,5,19,17:15,55000
218,5,19,19:30,55000
219,5,19,21:45,55000
220,5,26,12:45,55000
221,5,26,15:00,55000
222,5,26,17:15,55000
223,5,26,19:30,55000
224,5,26,21:45,55000
225,5,62,12:45,50000
226,5,62,15:00,50000
227,5,62,17:15,50000
228,5,62,19:30,50000
229,5,62,21:45,50000
230,5,71,13:00,50000
231,5,71,15:15,50000
232,5,71,17:30,50000
233,5,71,19:45,50000
234,5,89,12:45,45000
235,5,89,15:00,45000
236,5,89,17:15,45000
237,5,89,19:30,45000
238,5,94,12:15,50000
239,5,94,14:30,50000
240,5,94,16:45,50000
241,5,94,19:00,50000
242,5,98,13:00,55000
243,5,98,15:15,55000
244,5,98,17:30,55000
245,5,98,19:45,55000
246,5,98,22:00,55000
247,5,103,13:00,40000
248,5,103,15:15,40000
249,5,103,17:30,40000
250,5,114,13:20,35000
251,5,114,15:40,35000
252,5,114,17:50,35000
253,5,118,13:05,45000
254,5,118,15:20,45000
255,5,118,17:35,45000
256,5,121,13:20,45000
257,5,121,15:40,45000
258,5,121,17:50,45000
259,5,124,13:05,50000
260,5,124,15:20,50000
261,5,124,17:35,50000
262,6,100,12:30,40000
263,6,100,14:50,40000
264,6,100,17:10,40000
265,6,101,12:45,40000
266,6,101,15:05,40000
267,6,101,17:25,40000
268,6,103,13:00,40000
269,6,103,15:20,40000
270,6,103,17:40,40000
271,7,108,12:15,35000
272,7,108,14:30,35000
273,7,108,16:45,35000
274,7,109,12:30,35000
275,7,109,14:45,35000
276,7,109,17:00,35000
277,8,111,12:00,35000
278,8,111,14:15,35000
279,8,111,16:30,35000
280,8,113,12:45,35000
281,8,113,15:00,35000
282,8,113,17:15,35000
283,9,116,12:30,45000
284,9,116,14:50,45000
285,9,116,17:10,45000
286,9,118,12:45,45000
287,9,118,15:05,45000
288,9,118,17:25,45000
289,9,121,12:15,45000
290,9,121,14:35,45000
291,9,121,16:55,45000
292,9,125,12:00,50000
293,9,125,14:20,50000
294,9,125,16:40,50000
295,12,25,12:15,50000
296,12,25,14:30,50000
297,12,25,16:45,50000
298,12,31,12:15,50000
299,12,31,14:30,50000
300,12,31,16:45,50000
301,12,48,12:30,45000
302,12,48,14:45,45000
303,12,48,17:00,45000
304,12,65,12:15,50000
305,12,65,14:30,50000
306,12,65,16:45,50000
307,12,77,12:30,50000
308,12,77,14:45,50000
309,12,77,17:00,50000
310,19,4,13:00,45000
311,19,4,15:20,45000
312,19,4,17:40,45000
313,19,4,20:00,45000
314,19,28,13:00,55000
315,19,28,15:20,55000
316,19,28,17:40,55000
317,19,28,20:00,55000
318,19,43,13:15,55000
319,19,43,15:35,55000
320,19,43,17:55,55000
321,19,43,20:15,55000
322,19,62,13:00,50000
323,19,62,15:20,50000
324,19,62,17:40,50000
325,19,62,20:00,50000
